RowID,Date Marked Complete,UDOT Region,Person Working Title,UDOT Unit,Construction Site Stormwater Runoff Control,Long-Term Stormwater Management,Pollution Prevention and Good Housekeeping,Stormwater Pollution Prevention and IDDE,Progress,Stormwater Pollution Prevention and IDDE-,Long-Term Stormwater Management-,Pollution Prevention and Good Housekeeping-,Construction Site Stormwater Runoff Control-
5121090,07/02/2018 12:00:00 AM,Region 2,Facilities Coordinator I,2448 - Carpenter,1,0,0,1,0.25,Successful,Not Assigned,Not Assigned,Successful
2905632,07/09/2018 12:00:00 AM,Region 4,Transportation Technician III - Maintenance,4467 - Hanksville,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5024646,06/29/2018 12:00:00 AM,Region 2,Engineering Manager II,2156 - Operations Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5279148,08/14/2018 12:00:00 AM,Complex,Journey Auto Worker,8752 - Central Truck Shop,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5483754,07/03/2018 12:00:00 AM,Complex,Lead Auto Mechanic,8752 - Central Truck Shop,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
2940516,07/30/2018 12:00:00 AM,Region 2,Station Supervisor,2438 - Echo,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5393790,07/13/2018 12:00:00 AM,Region 4,Transportation Technician III - Materials,4459 - Wellington,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4648725,07/05/2018 12:00:00 AM,Region 2,Project Manager,2250 - Project Manager,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5402835,07/02/2018 12:00:00 AM,Region 4,Transportation Technician III - Office,4473 - Purgatory,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3331314,07/02/2018 12:00:00 AM,Region 4,Region Trainer,4411 - Maintenance Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4467474,07/03/2018 12:00:00 AM,Complex,Financial Manager II,8130 - Comptroller,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5590485,07/10/2018 12:00:00 AM,Region 2,Transportation Technician II,2427 - Draper,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5175279,07/16/2018 12:00:00 AM,Region 2,Transportation Technician II,2427 - Draper,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4835754,07/09/2018 12:00:00 AM,Region 1,Transportation Technician III,1424 - Clearfield,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4592970,07/19/2018 12:00:00 AM,Complex,Architectural Historian/Environmental Manager,8217 - Environmental,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5173794,07/02/2018 12:00:00 AM,Region 1,Station Supervisor,1424 - Clearfield,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3338550,07/03/2018 12:00:00 AM,Region 2,District Railroad/Utilities Coordinator,2209 - Utilities,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4577499,07/06/2018 12:00:00 AM,Region 3,Region Director's Assistant,3100 - R3 Administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5333256,08/06/2018 12:00:00 AM,Complex,Project Manager,8245 - Project Management,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5535810,08/06/2018 12:00:00 AM,Complex,Financial Analyst I,8130 - Comptroller,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3522366,07/30/2018 12:00:00 AM,Region 4,Maintenance Area Supervisor,4411 - Maintenance Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5597019,07/06/2018 12:00:00 AM,Complex,Environmental Performance Manager,8217 - Environmental,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3114369,08/01/2018 12:00:00 AM,Region 4,Facilities Coordinator II,4488 - R4 Buildings/Grounds,1,0,0,1,0.25,Successful,Not Assigned,Not Assigned,Successful
3086964,07/03/2018 12:00:00 AM,Region 4,Asset Analyst,4411 - Maintenance Admin,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3113397,07/16/2018 12:00:00 AM,Region 3,Station Supervisor,3435 - Roosevelt,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5750190,07/09/2018 12:00:00 AM,Region 4,Transportation Technician I,4485 - R Sign/Paint Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5238972,08/01/2018 12:00:00 AM,Region 4,Transportation Technician II,4478 - Parowan,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3429594,09/13/2018 12:00:00 AM,Complex,Port Of Entry Agent,8144 - POE Echo,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3133458,07/09/2018 12:00:00 AM,Complex,Assurance Testing Program Coordinator,8273 - Concrete/Aggregate Materials,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5790879,08/21/2018 12:00:00 AM,Complex,Engineer III,8384 - tmd signal operations,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5779296,07/03/2018 12:00:00 AM,Region 4,Transportation Technician I,4450 - Bluff,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5382504,07/02/2018 12:00:00 AM,Region 3,Engineer II,3208 - R3 Design Team,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3077703,08/05/2018 12:00:00 AM,Complex,Engineering Manager I,8376 - Traffic Operations,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3829140,07/03/2018 12:00:00 AM,Complex,Project Manager (Statewide),8405 - SW Alternative Delivery Projects,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3139614,07/30/2018 12:00:00 AM,Complex,Accounting Support Services Coord I,8941 - AERO Admin,1,0,0,1,0.25,Successful,Not Assigned,Not Assigned,Successful
2913057,07/05/2018 12:00:00 AM,Complex,Financial Manager I,8130 - Comptroller,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4995027,07/03/2018 12:00:00 AM,Complex,Traffic Data Analyst,8292 - Planning Statistics/Data,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5107590,07/30/2018 12:00:00 AM,Region 2,Transportation Technician II,2430 - Salt Lake City Central,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4458105,07/02/2018 12:00:00 AM,Region 1,Project Management Specialist,1250 - Project Manager,1,0,0,1,0.25,Successful,Not Assigned,Not Assigned,Successful
4486347,07/03/2018 12:00:00 AM,Complex,Port Of Entry Supervisor,8144 - POE Echo,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4751190,07/05/2018 12:00:00 AM,Complex,Journey Auto Worker,8721 - Region 2 Shops,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3024054,08/01/2018 12:00:00 AM,Region 2,Transportation Technician III,2753 - R2 Crew 3,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5200767,08/01/2018 12:00:00 AM,Region 4,Field Engineer,4764 - R4 Crew 4,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4530168,07/31/2018 12:00:00 AM,Region 3,Assistant Region Traffic Engineer,3150 - R3 Traffic & Permits,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3991302,08/22/2018 12:00:00 AM,Region 1,Transportation Technician II,1445 - Logan Summit/Seal,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5068008,07/09/2018 12:00:00 AM,Region 4,Transportation Technician II,4464 - Richfield,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5020839,07/25/2018 12:00:00 AM,Region 2,Station Supervisor,2444 - Sign & Guardrail Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5006043,07/17/2018 12:00:00 AM,Complex,Engineering Manager I,8261 - Structures Administration,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5639301,07/30/2018 12:00:00 AM,Region 2,Roadway Design Engineer,2207 - Design Team 1,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4999968,07/06/2018 12:00:00 AM,Region 4,Transportation Technician III,4478 - Parowan,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5547393,07/26/2018 12:00:00 AM,Region 4,Transportation Technician I,4478 - Parowan,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5517180,07/19/2018 12:00:00 AM,Complex,Archaeologist,8217 - Environmental,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5263893,07/30/2018 12:00:00 AM,Region 2,Transportation Technician III,2433 - Cottonwood,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4392171,07/12/2018 12:00:00 AM,Region 2,Transportation Technician II,2436 - Wanship,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3646458,08/23/2018 12:00:00 AM,Region 3,Transportation Technician II,3422 - Nephi,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3677697,07/01/2018 12:00:00 AM,Region 1,Transportation Technician III,1437 - Laketown,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2968623,07/06/2018 12:00:00 AM,Complex,Freeway Operations Engineer,8389 - tmd transportation technology,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2890809,07/30/2018 12:00:00 AM,Region 4,Traffic Operations Engineer,4155 - R4 Operations,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3834999,07/25/2018 12:00:00 AM,Region 1,Station Supervisor,1422 - Ogden,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5346810,08/22/2018 12:00:00 AM,Complex,Financial Analyst III,8130 - Comptroller,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4809213,07/03/2018 12:00:00 AM,Region 1,Construction Technician IV (Office),1754 - Ogden,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5258628,07/05/2018 12:00:00 AM,Complex,Motor Carrier Operations Manager,8140 - POE Administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3502251,07/05/2018 12:00:00 AM,Region 1,Station Supervisor,1436 - Logan,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2879604,07/11/2018 12:00:00 AM,Region 4,Station Supervisor,4460 - Colton,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4356855,07/05/2018 12:00:00 AM,Complex,Purchasing Coordinator,8116 - Procurement,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3930579,07/19/2018 12:00:00 AM,Complex,Contract Administrator,8284 - Consultant Svcs,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5349807,07/03/2018 12:00:00 AM,Region 2,Transportation Technician III,2756 - R2 Crew 6,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5792634,08/16/2018 12:00:00 AM,Region 4,Transportation Technician I,4452 - Monticello,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3085830,07/02/2018 12:00:00 AM,Region 1,Survey Technician IV,1209 - ROW Unit,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5064741,07/09/2018 12:00:00 AM,Region 1,Construction Materials Lab Technician,1752 - Wellsville,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5502600,07/16/2018 12:00:00 AM,Region 2,Senior Gis Analyst,2215 - ROW/Survey,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
2958228,07/16/2018 12:00:00 AM,Region 1,Station Supervisor,1433 - Riverside,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4176873,07/18/2018 12:00:00 AM,Complex,Engineering Tech IV - Lead Level Inspection,8405 - SW Alternative Delivery Projects,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5546367,07/02/2018 12:00:00 AM,Region 2,Transportation Technician I,2444 - Sign & Guardrail Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3610629,08/01/2018 12:00:00 AM,Region 4,Station Supervisor,4476 - Cedar City,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5746194,07/05/2018 12:00:00 AM,Region 2,Transportation Technician I,2433 - Cottonwood,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5358069,07/10/2018 12:00:00 AM,Region 1,Transportation Technician III,1423 - Brigham City,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3281580,07/02/2018 12:00:00 AM,Region 2,Station Supervisor,2422 - Grantsville,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4153086,07/02/2018 12:00:00 AM,Complex,Engineering Manager II,8374 - Signal & Lighting Design,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5734395,07/19/2018 12:00:00 AM,Complex,Motor Carrier Investigator,8160 - Motor Carriers,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4998915,07/02/2018 12:00:00 AM,Region 2,Transportation Technician III,2758 - R2 Crew 8,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4476357,07/03/2018 12:00:00 AM,Region 4,Transportation Technician III - Materials,4452 - Monticello,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4999914,07/09/2018 12:00:00 AM,Region 2,Transportation Technician III,2431 - West Jordan,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4616487,07/02/2018 12:00:00 AM,Complex,Maintenance Programs And Contracts Manager,8307 - Maintenance Planning,0,1,1,1,0.375,Successful,Successful,Successful,Not Assigned
3105216,07/03/2018 12:00:00 AM,Region 3,Transportation Technician III,3431 - Heber,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5721246,07/10/2018 12:00:00 AM,Region 4,Transportation Technician I,4459 - Wellington,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5038983,07/16/2018 12:00:00 AM,Region 4,Project Manager,4250 - Project Manager,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4638438,07/02/2018 12:00:00 AM,Region 2,Transportation Technician III,2436 - Wanship,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5343759,08/28/2018 12:00:00 AM,Region 2,District Permits Officer I,2159 - Permits / Encro,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5478840,07/26/2018 12:00:00 AM,Region 2,Transportation Technician I,2427 - Draper,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2958444,07/11/2018 12:00:00 AM,Complex,Engineering Manager IV,8111 - Support Services,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5177520,07/25/2018 12:00:00 AM,Complex,Public Information Specialist,8133 - Community Relations,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5333391,07/02/2018 12:00:00 AM,Complex,Toc Control Room Manager,8383 - tmd traffic operations,0,1,1,1,0.375,Successful,Successful,Successful,Not Assigned
5076459,08/01/2018 12:00:00 AM,Region 2,Electronic Technical Specialist II,2161 - Reg 2 Signals,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5655123,07/03/2018 12:00:00 AM,Complex,Director,8941 - AERO Admin,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
2791989,08/14/2018 12:00:00 AM,Region 2,Field Engineer,2757 - R2 Crew 7,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5376051,07/09/2018 12:00:00 AM,Region 2,Transportation Technician III,2444 - Sign & Guardrail Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4787937,07/11/2018 12:00:00 AM,Region 1,Transportation Technician II,1432 - Bothwell,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5735151,07/03/2018 12:00:00 AM,Region 2,Office Specialist II,2266 - R2 Materials Lab Admin,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4595238,07/02/2018 12:00:00 AM,Complex,Architectural Historian/Environmental Manager,8217 - Environmental,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4866885,07/18/2018 12:00:00 AM,Region 3,Transportation Technician III,3753 - R3 South Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2931336,08/28/2018 12:00:00 AM,Region 1,Transportation Technician III,1155 - R1 Operations,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4620348,07/19/2018 12:00:00 AM,Region 4,Transportation Technician III - Maintenance,4463 - Salina,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4972320,07/02/2018 12:00:00 AM,Region 2,Transportation Technician III,2430 - Salt Lake City Central,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3017763,07/03/2018 12:00:00 AM,Complex,Equipment Operations Manager,8757 - Central Shops Admin,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3124818,07/03/2018 12:00:00 AM,Complex,Warehouse Manager,8116 - Procurement,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4360743,07/16/2018 12:00:00 AM,Complex,Statewide Signal Engineer,8384 - tmd signal operations,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4500819,07/02/2018 12:00:00 AM,Region 1,Transportation Technician III,1421 - Clinton,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4835619,07/30/2018 12:00:00 AM,Complex,Project Manager,8214 - Research,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4214322,07/03/2018 12:00:00 AM,Complex,Financial Analyst III,8130 - Comptroller,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5515263,07/05/2018 12:00:00 AM,Region 1,Electronic Technical Specialist II,1446 - Signal Maintenance,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3633390,07/31/2018 12:00:00 AM,Region 3,Transportation Technician III,3431 - Heber,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3969378,07/02/2018 12:00:00 AM,Region 2,Senior Roadway Design Engineer,2207 - Design Team 1,1,1,0,1,0.375,Successful,Successful,Not Assigned,Successful
5428161,07/30/2018 12:00:00 AM,Complex,Incident Management Specialist,8391 - imt administration,1,0,0,1,0.25,Successful,Not Assigned,Not Assigned,Successful
5694057,07/26/2018 12:00:00 AM,Region 2,Transportation Technician I,2427 - Draper,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4264110,07/27/2018 12:00:00 AM,Region 1,Region Right Of Way Control Coordinator,1155 - R1 Operations,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3931146,08/13/2018 12:00:00 AM,Region 1,Materials Engineering Assistant,1266 - R1 Materials Lab Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3553578,07/09/2018 12:00:00 AM,Region 4,Materials Engineering Assistant,4266 - R4 Materials Lab Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4281309,08/09/2018 12:00:00 AM,Region 2,Engineering Tech IV - Lead Level Inspection,2757 - R2 Crew 7,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5257980,07/23/2018 12:00:00 AM,Region 4,Transportation Technician II,4467 - Hanksville,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4642974,07/16/2018 12:00:00 AM,Region 3,Transportation Technician III,3422 - Nephi,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4727754,07/10/2018 12:00:00 AM,Region 1,Station Supervisor,1435 - Wellsville,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4664196,07/19/2018 12:00:00 AM,Region 4,Station Supervisor,4456 - Huntington,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2902122,07/31/2018 12:00:00 AM,Region 3,Transportation Technician II,3448 - Carpenter Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2898585,08/06/2018 12:00:00 AM,Region 3,Financial Analyst II,3100 - R3 Administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5020866,07/03/2018 12:00:00 AM,Region 2,Transportation Technician III,2759 - R2 Crew 9,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3698865,07/03/2018 12:00:00 AM,Region 4,Transportation Technician III - Maintenance,4479 - Beaver,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4105431,07/02/2018 12:00:00 AM,Region 3,Design Team Leader,3208 - R3 Design Team,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2841561,07/18/2018 12:00:00 AM,Complex,Hpms Manager,8292 - Planning Statistics/Data,1,1,1,1,0.5,Successful,Successful,Successful,Successful
